id,word,pos,zh,theme,emoji,spell,level,tier,alt
1651,maximum,n.,最大量,sizes,,False,3,3,
1652,meaning,n.,意思,nouns,,False,3,3,
1653,measure,v.,測量,sizes,,False,3,3,
1654,mechanic,n.,技工,jobs,,False,3,3,
1655,memory,n.,回憶,holidays,,False,3,3,
1656,men's room,n.,男廁,places,🚹,False,3,3,
1657,message,n.,訊息,nouns,,False,3,3,
1658,metal,n.,金屬,nouns,,False,3,3,
1659,meter,n.,公尺,sizes,,False,3,3,
1660,method,n.,方法,nouns,,False,3,3,
1661,microwave,n.,微波爐,house,,False,3,3,
1662,midnight,n.,午夜,time,🕛,False,3,3,
1663,minor,adj.,次要的,adjectives,,False,3,3,
1664,minus,prep.,減,sizes,➖,False,3,3,
1665,mirror,n.,鏡子,house,🪞,False,3,3,
1666,mix,v.,混合,verbs,,True,3,3,
1667,model,n.,模特兒,jobs,,False,3,3,
1668,monster,n.,怪物,animals,,False,3,3,
1669,mosquito,n.,蚊子,animals,🦟,False,3,3,
1670,motion,n.,動作,nouns,,False,3,3,
1671,movement,n.,移動,nouns,,False,3,3,
1672,MRT,n.,捷運,transportation,🚇,False,3,3,
1673,musician,n.,音樂家,jobs,,False,3,3,
1674,napkin,n.,餐巾,tableware,,False,3,3,
1675,narrow,adj.,窄的,sizes,,False,3,3,
1676,nation,n.,國家,countries,,False,3,3,
1677,natural,adj.,自然的,weather,,False,3,3,
1678,naughty,adj.,頑皮的,traits,,False,3,3,
1679,nearly,adv.,幾乎,adverbs,,False,3,3,
1680,necessary,adj.,必要的,adjectives,,False,3,3,
1681,necklace,n.,項鍊,clothing,,False,3,3,
1682,needle,n.,針,house,🪡,False,3,3,
1683,negative,adj.,負面的,adjectives,,False,3,3,
1684,neither,adv.,兩者都不,adverbs,,False,3,3,
1685,nephew,n.,姪子,family,,False,3,3,
1686,nervous,adj.,緊張的,traits,,False,3,3,
1687,nest,n.,鳥巢,nouns,🪺,True,3,3,
1688,net,n.,網子,nouns,,True,3,3,
1689,nice-looking,adj.,好看的,traits,,False,3,3,
1690,niece,n.,姪女,family,,False,3,3,
1691,nod,v.,點頭,verbs,,True,3,3,
1692,none,pron.,一個也沒有,pronouns,,False,3,3,
1693,nor,conj.,也不,adverbs,,False,3,3,
1694,novel,n.,小說,sports,,False,3,3,
1695,nut,n.,堅果,food,🥜,True,3,3,
1696,obey,v.,服從,verbs,,True,3,3,
1697,object,n.,物體,nouns,,False,3,3,
1698,ocean,n.,海洋,geography,🌊,False,3,3,
1699,offer,v.,提出,verbs,,False,3,3,
1700,omit,v.,省略,verbs,,False,3,3,
1701,oneself,pron.,自己,pronouns,,False,3,3,
1702,onion,n.,洋蔥,food,🧅,False,3,3,
1703,operation,n.,手術,nouns,,False,3,3,
1704,opinion,n.,意見,nouns,,False,3,3,
1705,ordinary,adj.,普通的,adjectives,,False,3,3,
1706,oven,n.,烤箱,house,,True,3,3,
1707,overpass,n.,天橋,transportation,,False,3,3,
1708,overseas,adj.,海外的,adjectives,,False,3,3,
1709,over-weight,adj.,過重的,traits,,False,3,3,
1710,owner,n.,擁有者,jobs,,False,3,3,
1711,ox,n.,公牛,animals,🐂,False,3,3,
1712,pain,n.,疼痛,health,,True,3,3,
1713,painful,adj.,痛的,health,,False,3,3,
1714,painter,n.,畫家,jobs,,False,3,3,
1715,pajamas,n.,睡衣,clothing,,False,3,3,
1716,pale,adj.,蒼白的,health,,True,3,3,
1717,pan,n.,平底鍋,house,🍳,True,3,3,
1718,panda,n.,貓熊,animals,🐼,False,3,3,
1719,pardon,v.,原諒,verbs,,False,3,3,
1720,parking lot,n.,停車場,transportation,🅿️,False,3,3,
1721,parrot,n.,鸚鵡,animals,🦜,False,3,3,
1722,partner,n.,夥伴,people,,False,3,3,
1723,passenger,n.,乘客,transportation,,False,3,3,
1724,path,n.,小路,transportation,,True,3,3,
1725,patient,adj.,有耐心的,traits,,False,3,3,
1726,pattern,n.,圖案,nouns,,False,3,3,
1727,pause,v.,暫停,verbs,⏸️,False,3,3,
1728,peace,n.,和平,nouns,,False,3,3,
1729,peaceful,adj.,和平的,adjectives,,False,3,3,
1730,pepper,n.,胡椒,food,,False,3,3,
1731,perfect,adj.,完美的,adjectives,,False,3,3,
1732,period,n.,時期,nouns,,False,3,3,
1733,personal,adj.,個人的,adjectives,,False,3,3,
1734,physics,n.,物理,school,,False,3,3,
1735,pigeon,n.,鴿子,animals,,False,3,3,
1736,pile,n.,一堆,nouns,,False,3,3,
1737,pillow,n.,枕頭,house,,False,3,3,
1738,pineapple,n.,鳳梨,food,🍍,False,3,3,
1739,plain,n.,平原,geography,,False,3,3,
1740,platform,n.,月台,transportation,,False,3,3,
1741,pleasant,adj.,愉快的,adjectives,,False,3,3,
1742,pleased,adj.,高興的,adjectives,,False,3,3,
1743,plus,prep.,加,sizes,➕,False,3,3,
1744,poem,n.,詩,school,,True,3,3,
1745,poison,n.,毒藥,nouns,☠️,False,3,3,
1746,pollute,v.,污染,verbs,,False,3,3,
1747,pollution,n.,污染,nouns,,False,3,3,
1748,pop music,n.,流行音樂,sports,,False,3,3,
1749,population,n.,人口,nouns,,False,3,3,
1750,position,n.,位置,places,,False,3,3,
1751,positive,adj.,正面的,adjectives,,False,3,3,
1752,potato,n.,馬鈴薯,food,🥔,False,3,3,
1753,powder,n.,粉末,nouns,,False,3,3,
1754,praise,v.,稱讚,verbs,,False,3,3,
1755,precious,adj.,珍貴的,adjectives,,False,3,3,
1756,president,n.,總統,jobs,,False,3,3,
1757,pressure,n.,壓力,nouns,,False,3,3,
1758,priest,n.,神父,jobs,,False,3,3,
1759,primary,adj.,初級的,adjectives,,False,3,3,
1760,prince,n.,王子,people,🤴,False,3,3,
1761,princess,n.,公主,people,👸,False,3,3,
1762,principal,n.,校長,school,,False,3,3,
1763,principle,n.,原則,nouns,,False,3,3,
1764,print,v.,列印,verbs,,False,3,3,
1765,printer,n.,印表機,house,🖨️,False,3,3,
1766,private,adj.,私人的,adjectives,,False,3,3,
1767,produce,v.,生產,verbs,,False,3,3,
1768,production,n.,產量,nouns,,False,3,3,
1769,professor,n.,教授,jobs,,False,3,3,
1770,progress,n.,進步,nouns,,False,3,3,
1771,project,n.,計畫,nouns,,False,3,3,
1772,promise,v.,答應,verbs,,False,3,3,
1773,pronounce,v.,發音,school,,False,3,3,
1774,protect,v.,保護,verbs,,False,3,3,
1775,provide,v.,提供,verbs,,False,3,3,
1776,pump,v.,打氣,verbs,,True,3,3,
1777,punish,v.,處罰,school,,False,3,3,
1778,purpose,n.,目的,nouns,,False,3,3,
1779,purse,n.,錢包,clothing,👛,False,3,3,
1780,puzzle,n.,拼圖,sports,🧩,False,3,3,
1781,quit,v.,放棄,verbs,,True,3,3,
1782,railroad,n.,鐵路,transportation,🛤️,False,3,3,
1783,railway,n.,鐵道,transportation,,False,3,3,
1784,raincoat,n.,雨衣,clothing,,False,3,3,
1785,rare,adj.,稀有的,adjectives,,True,3,3,
1786,rather,adv.,相當,adverbs,,False,3,3,
1787,realize,v.,了解,verbs,,False,3,3,
1788,receive,v.,收到,verbs,,False,3,3,
1789,record,n.,紀錄,school,,False,3,3,
1790,recover,v.,康復,health,,False,3,3,
1791,rectangle,n.,長方形,sizes,,False,3,3,
1792,recycle,v.,回收,verbs,♻️,False,3,3,
1793,refuse,v.,拒絕,verbs,,False,3,3,
1794,regret,v.,後悔,verbs,,False,3,3,
1795,regular,adj.,規律的,adjectives,,False,3,3,
1796,reject,v.,否決,verbs,,False,3,3,
1797,remind,v.,提醒,verbs,,False,3,3,
1798,rent,v.,租,verbs,,True,3,3,
1799,repair,v.,修理,house,,False,3,3,
1800,respect,v.,尊敬,verbs,,False,3,3,
1801,responsible,adj.,負責的,adjectives,,False,3,3,
1802,result,n.,結果,nouns,,False,3,3,
1803,return,v.,歸還,verbs,,False,3,3,
1804,review,v.,複習,school,,False,3,3,
1805,revise,v.,修改,verbs,,False,3,3,
1806,rob,v.,搶劫,verbs,,False,3,3,
1807,role,n.,角色,nouns,,True,3,3,
1808,roller skate,n.,直排輪,sports,🛼,False,3,3,roller blade
1809,roof,n.,屋頂,house,,True,3,3,
1810,rub,v.,摩擦,verbs,,False,3,3,
1811,rubber,n.,橡膠,nouns,,False,3,3,
1812,rude,adj.,無禮的,traits,,True,3,3,
1813,ruin,v.,毀壞,verbs,,True,3,3,
1814,rush,v.,衝,verbs,,True,3,3,
1815,safety,n.,安全,nouns,,False,3,3,
1816,sailor,n.,水手,jobs,,False,3,3,
1817,sample,n.,樣品,nouns,,False,3,3,
1818,sand,n.,沙子,nouns,,True,3,3,
1819,satisfy,v.,使滿意,verbs,,False,3,3,
1820,saucer,n.,茶碟,tableware,,False,3,3,
1821,scarf,n.,圍巾,clothing,🧣,False,3,3,
1822,scene,n.,場景,nouns,,False,3,3,
1823,scenery,n.,風景,nouns,,False,3,3,
1824,scientist,n.,科學家,jobs,,False,3,3,
1825,score,n.,分數,school,,False,3,3,
1826,seafood,n.,海鮮,food,,False,3,3,
1827,search,v.,搜尋,verbs,,False,3,3,
1828,secondary,adj.,中等的,adjectives,,False,3,3,
1829,secret,n.,祕密,nouns,,False,3,3,
1830,section,n.,部分,nouns,,False,3,3,
1831,seek,v.,尋找,verbs,,True,3,3,
1832,seem,v.,似乎,verbs,,True,3,3,
1833,select,v.,挑選,verbs,,False,3,3,
1834,selfish,adj.,自私的,traits,,False,3,3,
1835,semester,n.,學期,school,,False,3,3,
1836,sense,n.,感覺,nouns,,False,3,3,
1837,servant,n.,僕人,jobs,,False,3,3,
1838,serve,v.,服務,verbs,,False,3,3,
1839,shall,aux.,將,auxiliaries,,False,3,3,
1840,shark,n.,鯊魚,animals,🦈,False,3,3,
1841,sheet,n.,床單,house,,False,3,3,
1842,shelf,n.,架子,house,,False,3,3,
1843,shoot,v.,射擊,verbs,,False,3,3,
1844,shore,n.,岸邊,nouns,,False,3,3,
1845,shrimp,n.,蝦子,food,🦐,False,3,3,
1846,shut,v.,關上,verbs,,True,3,3,
1847,silence,n.,寂靜,nouns,,False,3,3,
1848,silent,adj.,沉默的,adjectives,,False,3,3,
1849,silly,adj.,愚蠢的,traits,,False,3,3,
1850,silver,n.,銀色,clothing,,False,3,3,
1851,similar,adj.,相似的,adjectives,,False,3,3,
1852,sincere,adj.,真誠的,traits,,False,3,3,
1853,single,adj.,單一的,adjectives,,False,3,3,
1854,sink,n.,水槽,house,,True,3,3,
1855,skate,v.,溜冰,sports,⛸️,False,3,3,
1856,ski,v.,滑雪,sports,🎿,True,3,3,
1857,skill,n.,技能,nouns,,False,3,3,
1858,skillful,adj.,熟練的,adjectives,,False,3,3,
1859,skin,n.,皮膚,body,,True,3,3,
1860,skinny,adj.,很瘦的,traits,,False,3,3,
1861,sleepy,adj.,想睡的,adjectives,,False,3,3,
1862,slender,adj.,苗條的,traits,,False,3,3,
1863,slice,n.,一片,food,,False,3,3,
1864,slippers,n.,拖鞋,clothing,,False,3,3,
1865,snail,n.,蝸牛,animals,🐌,False,3,3,
1866,sneakers,n.,運動鞋,clothing,👟,False,3,3,
1867,sneaky,adj.,狡猾的,traits,,False,3,3,
1868,snowman,n.,雪人,weather,⛄,False,3,3,
1869,soap,n.,肥皂,house,🧼,True,3,3,
1870,social,adj.,社會的,adjectives,,False,3,3,
1871,society,n.,社會,nouns,,False,3,3,
1872,soda,n.,汽水,food,🥤,True,3,3,
1873,soft drink,n.,清涼飲料,food,,False,3,3,
1874,softball,n.,壘球,sports,🥎,False,3,3,
1875,solve,v.,解決,verbs,,False,3,3,
1876,soul,n.,靈魂,nouns,,False,3,3,
1877,sour,adj.,酸的,food,,True,3,3,
1878,soy sauce,n.,醬油,food,,False,3,3,
1879,spaghetti,n.,義大利麵,food,🍝,False,3,3,
1880,speaker,n.,喇叭,house,🔊,False,3,3,
1881,speech,n.,演講,nouns,,False,3,3,
1882,speed,n.,速度,nouns,,False,3,3,
1883,spirit,n.,精神,nouns,,False,3,3,
1884,spot,n.,斑點,clothing,,True,3,3,
1885,spread,v.,塗抹,food,,False,3,3,
1886,state,n.,州,nouns,,False,3,3,
1887,stationery,n.,文具,school,,False,3,3,
1888,steal,v.,偷,verbs,,False,3,3,
1889,steam,n.,蒸氣,nouns,,False,3,3,
1890,step,n.,腳步,nouns,,True,3,3,
1891,stingy,adj.,小氣的,traits,,False,3,3,
1892,stomachache,n.,胃痛,health,,False,3,3,
1893,stone,n.,石頭,nouns,🪨,False,3,3,
1894,storm,n.,暴風雨,weather,⛈️,False,3,3,
1895,stormy,adj.,暴風雨的,weather,,False,3,3,
1896,stove,n.,爐子,house,,False,3,3,
1897,straw,n.,吸管,tableware,,False,3,3,
1898,stream,n.,小溪,geography,,False,3,3,
1899,strike,v.,打擊,verbs,,False,3,3,
1900,style,n.,風格,nouns,,False,3,3,
1901,subway,n.,地鐵,transportation,🚇,False,3,3,
1902,succeed,v.,成功,verbs,,False,3,3,
1903,success,n.,成功,nouns,,False,3,3,
1904,such,adj.,這樣的,adjectives,,False,3,3,
1905,sudden,adj.,突然的,adjectives,,False,3,3,
1906,suggest,v.,建議,verbs,,False,3,3,
1907,suit,n.,西裝,clothing,,True,3,3,
1908,super,adj.,超棒的,adjectives,,False,3,3,
1909,supper,n.,晚餐,food,,False,3,3,
1910,support,v.,支持,verbs,,False,3,3,
1911,survive,v.,存活,verbs,,False,3,3,
1912,swallow,n.,燕子,animals,,False,3,3,
1913,swan,n.,天鵝,animals,🦢,True,3,3,
1914,sweep,v.,掃地,house,,False,3,3,
1915,swimsuit,n.,泳衣,clothing,🩱,False,3,3,
1916,symbol,n.,符號,nouns,,False,3,3,
1917,system,n.,系統,nouns,,False,3,3,
1918,table tennis,n.,桌球,sports,🏓,False,3,3,
1919,talent,n.,天分,nouns,,False,3,3,
1920,talkative,adj.,愛說話的,traits,,False,3,3,
1921,tangerine,n.,橘子,food,🍊,False,3,3,
1922,tank,n.,坦克,transportation,,True,3,3,
1923,teapot,n.,茶壺,house,🫖,False,3,3,
1924,tear,n.,眼淚,nouns,,True,3,3,
1925,temperature,n.,溫度,weather,🌡️,False,3,3,
1926,tent,n.,帳篷,sports,⛺,True,3,3,
1927,term,n.,學期,nouns,,False,3,3,
1928,terrific,adj.,極好的,adjectives,,False,3,3,
1929,textbook,n.,課本,school,,False,3,3,
1930,therefore,conj.,因此,conjunctions,,False,3,3,
1931,thief,n.,小偷,nouns,,False,3,3,
1932,thought,n.,想法,nouns,,False,3,3,
1933,thumb,n.,大拇指,body,,False,3,3,
1934,thunder,n.,雷,weather,,False,3,3,
1935,till,prep.,直到,prepositions,,False,3,3,
1936,tiny,adj.,極小的,sizes,,True,3,3,
1937,title,n.,標題,nouns,,False,3,3,
1938,tofu,n.,豆腐,food,,True,3,3,
1939,toilet,n.,馬桶,house,🚽,False,3,3,
1940,tongue,n.,舌頭,body,👅,False,3,3,
1941,toothache,n.,牙痛,health,,False,3,3,
1942,toothbrush,n.,牙刷,house,🪥,False,3,3,
1943,toward,prep.,朝向,prepositions,,False,3,3,
1944,tower,n.,塔,nouns,,False,3,3,
1945,trace,v.,追蹤,verbs,,False,3,3,
1946,trade,n.,貿易,nouns,,False,3,3,
1947,tradition,n.,傳統,nouns,,False,3,3,
1948,traditional,adj.,傳統的,adjectives,,False,3,3,
1949,trap,v.,困住,verbs,,True,3,3,
1950,travel,v.,旅行,sports,,False,3,3,
1951,treasure,n.,寶藏,nouns,,False,3,3,
1952,triangle,n.,三角形,sizes,🔺,False,3,3,
1953,trousers,n.,長褲,clothing,👖,False,3,3,
1954,trumpet,n.,小喇叭,sports,🎺,False,3,3,
1955,trust,v.,信任,verbs,,False,3,3,
1956,truth,n.,事實,nouns,,False,3,3,
1957,tub,n.,浴缸,house,🛁,False,3,3,
1958,tube,n.,管子,house,,True,3,3,
1959,tunnel,n.,隧道,nouns,,False,3,3,
1960,turkey,n.,火雞,animals,🦃,False,3,3,
1961,underline,v.,畫底線,school,,False,3,3,
1962,underpass,n.,地下道,transportation,,False,3,3,
1963,underwear,n.,內衣,clothing,,False,3,3,
1964,unique,adj.,獨特的,adjectives,,False,3,3,
1965,universe,n.,宇宙,nouns,,False,3,3,
1966,university,n.,大學,school,,False,3,3,
1967,upon,prep.,在…上面,prepositions,,False,3,3,
1968,upper,adj.,上面的,prepositions,,False,3,3,
1969,upstairs,adv.,在樓上,house,,False,3,3,
1970,usual,adj.,平常的,adjectives,,False,3,3,
1971,valley,n.,山谷,geography,,False,3,3,
1972,valuable,adj.,有價值的,adjectives,,False,3,3,
1973,value,n.,價值,nouns,,False,3,3,
1974,vendor,n.,小販,jobs,,False,3,3,
1975,vest,n.,背心,clothing,,True,3,3,
1976,victory,n.,勝利,nouns,,False,3,3,
1977,village,n.,村莊,places,,False,3,3,
1978,vinegar,n.,醋,food,,False,3,3,
1979,vocabulary,n.,字彙,school,,False,3,3,
1980,volleyball,n.,排球,sports,🏐,False,3,3,
1981,vote,v.,投票,verbs,,True,3,3,
1982,waist,n.,腰,body,,False,3,3,
1983,war,n.,戰爭,nouns,,True,3,3,
1984,waste,v.,浪費,verbs,,False,3,3,
1985,waterfalls,n.,瀑布,places,,False,3,3,
1986,wedding,n.,婚禮,nouns,💒,False,3,3,
1987,weekday,n.,平日,time,,False,3,3,
1988,weight,n.,重量,sizes,,False,3,3,
1989,whale,n.,鯨魚,animals,🐋,False,3,3,
1990,wheel,n.,輪子,transportation,🛞,False,3,3,
1991,whole,adj.,整個的,adjectives,,False,3,3,
1992,wild,adj.,野生的,adjectives,,True,3,3,
1993,wing,n.,翅膀,animals,🪽,True,3,3,
1994,winner,n.,贏家,sports,🏆,False,3,3,
1995,wok,n.,炒菜鍋,house,,False,3,3,
1996,wolf,n.,狼,animals,🐺,True,3,3,
1997,women's room,n.,女廁,places,🚺,False,3,3,
1998,wood,n.,木頭,nouns,🪵,True,3,3,
1999,woods,n.,樹林,geography,🌳,False,3,3,
2000,worm,n.,蟲,animals,🪱,True,3,3,
2001,wound,n.,傷口,health,,False,3,3,
2002,wrist,n.,手腕,body,,False,3,3,
2003,yell,v.,大叫,verbs,,True,3,3,
2004,youth,n.,青年,people,,False,3,3,
